,hex_colors,rgb_colors,is_dark,Image_name,is_coral
0,#e0dad8,[224.00744939 218.9544126  216.11452096],False,blank_T2-2-1.JPG,False
0,#4f341c,[79.49863524 52.16035904 28.67841583],False,coral_T2-2-1.jpg,True
