,hex_colors,rgb_colors,is_dark,Image_name,is_coral
0,#53351c,[83.1337094  53.00245656 28.22549359],False,coral_T2-5-1.jpg,True
0,#e0dad8,[224.00744939 218.9544126  216.11452096],False,blank_T2-5-1.JPG,False
