,hex_colors,rgb_colors,is_dark,Image_name,is_coral
0,#e0dad8,[224.00744939 218.9544126  216.11452096],False,blank_T2-10-1.JPG,False
0,#623925,[98.64016208 57.34695363 37.18057409],False,coral_T2-10-1.jpg,True
