"Index","Outcome","Covars","p_spearman","ci_lower","ci_upper","p_value","CV_RMSE","R2","RMSE_in","AIC","BIC","N","nGenos","Species","p_adj_BH","Rank"
"ExB","cells_cm2","",-0.365103189493434,-0.64721060968313,-0.0194761817001986,0.0210940730269559,0.144830522484384,0.139254440442317,0.136259270766207,-39.9405817782479,-34.8739434159061,40,5,"Acropora hemprichii",0.0276859708478796,48
"NGBI","cells_cm2","",0.328142589118199,-0.0295749287636905,0.624878016711859,0.0392429133885333,0.147607791245166,0.106051470761473,0.138862481520262,-38.4266115159225,-33.3599731535807,40,5,"Acropora hemprichii",0.0504551743566857,49
"g_minus_b","cells_cm2","",0.270919324577861,-0.0917498599772569,0.569656193053438,0.0909916917092526,0.150570798127289,0.0665225068774787,0.141899410254354,-36.6958654148213,-31.6292270524794,40,5,"Acropora hemprichii",0.114649531553658,50
"WI_old","cells_cm2","",0.238086303939963,-0.127610212297867,0.545019524368062,0.138771803533808,0.151365892773274,0.0572791458497958,0.1426002287036,-36.3017307189196,-31.2350923565778,40,5,"Acropora hemprichii",0.171423992600586,51
"COM_norm","cells_cm2","",-0.221575984990619,-0.578571356323176,0.13961000447937,0.168932919221168,0.154033721164327,0.0685528284247061,0.141745010036529,-36.7829605082715,-31.7163221459297,40,5,"Acropora hemprichii",0.200807054923276,52
"ExGR","cells_cm2","",-0.221575984990619,-0.578571356323176,0.13961000447937,0.168932919221168,0.154378673516266,0.0649955245266993,0.142015422348176,-36.6304868790308,-31.563848516689,40,5,"Acropora hemprichii",0.200807054923276,53
"ExG","cells_cm2","",-0.21125703564728,-0.56998347458958,0.14841576153549,0.190056383092672,0.15480106260158,0.0606497003320724,0.142345077763094,-36.4450008850377,-31.3783625226959,40,5,"Acropora hemprichii",0.221732446941451,54
"chroma_index","cells_cm2","",0.185178236397749,-0.188256983065682,0.508245286048082,0.251675072402885,0.157295100000885,0.0232825990403989,0.145148692286186,-34.8846451794643,-29.8180068171225,40,5,"Acropora hemprichii",0.288282355661486,55
"COM_raw","cells_cm2","",-0.168105065666041,-0.528897357207213,0.194595522472423,0.298641017635732,0.15844003941539,0.0227643245866813,0.145187197222409,-34.8634256538927,-29.7967872915509,40,5,"Acropora hemprichii",0.332146483435937,56
"WI","cells_cm2","",-0.165666041275797,-0.537207284223097,0.215092231117993,0.305785651417212,0.159646171564781,0.0191409169989099,0.14545611170367,-34.7153873954564,-29.6487490331146,40,5,"Acropora hemprichii",0.332146483435937,57
"hue_angle","cells_cm2","",-0.165666041275797,-0.537207284223097,0.215092231117993,0.305785651417212,0.164551979237089,0.000835812398940531,0.146807111783456,-33.975774830328,-28.9091364679862,40,5,"Acropora hemprichii",0.332146483435937,58
"R_minus_B","cells_cm2","",0.140900562851782,-0.228359567389345,0.45512584134252,0.38447965096075,0.158274939616347,0.0194894629316334,0.145430265666421,-34.729603825968,-29.6629654636262,40,5,"Acropora hemprichii",0.410546067975038,59
"IPCA","cells_cm2","",0.125891181988743,-0.243194022127444,0.44567504521683,0.437522986028549,0.158301781423266,0.00868103763224137,0.146229626828536,-34.2910858484539,-29.2244474861121,40,5,"Acropora hemprichii",0.459399135329977,60
"b_coral","cells_cm2","",0.099624765478424,-0.27216490052859,0.426685612737301,0.539484428744492,0.157777775246364,0.019799818012802,0.145407247762817,-34.742266788668,-29.6756284263262,40,5,"Acropora hemprichii",0.557172442801689,61
"F_PC2","cells_cm2","",-0.0876172607879925,-0.446116336579741,0.276173067171961,0.589650872635062,0.159154930424406,0.0127935900203958,0.145925989939658,-34.4573736653699,-29.3907353030281,40,5,"Acropora hemprichii",0.599161370580789,62
"G_minus_B","cells_cm2","",-0.074484052532833,-0.437479736335317,0.295427380261768,0.646787125702986,0.160740721057598,0.00343005349416835,0.14661640209759,-34.0797663395005,-29.0131279771587,40,5,"Acropora hemprichii",0.646787125702986,63
"EVI","host_protein_cm2","",-0.828517823639775,-0.906486537231814,-0.698860323553353,0,97.0830574149602,0.561721850848583,91.1925010360887,480.552896113822,485.619534476164,40,5,"Acropora hemprichii",0,1
"VARI","host_protein_cm2","",-0.828330206378987,-0.909702584951406,-0.690691733556054,0,93.336374392352,0.572184682623714,90.097425684368,479.586410052013,484.653048414355,40,5,"Acropora hemprichii",0,2
"ChOL","host_protein_cm2","",-0.827579737335835,-0.903335036043133,-0.699641720805097,0,93.3398574424677,0.530735061075459,94.3611599518915,483.285446440271,488.352084802613,40,5,"Acropora hemprichii",0,3
"ExGR_2","host_protein_cm2","",-0.826641651031895,-0.912747211723325,-0.691224079636412,0,96.3253536180776,0.538957164215943,93.5308446240598,482.578384330022,487.645022692363,40,5,"Acropora hemprichii",0,4
"CIVE_norm","host_protein_cm2","",0.818386491557223,0.679207437917912,0.897480994104276,0.00000000537459542447076,102.540816625472,0.538193167710908,93.6083077731673,482.644613680782,487.711252043124,40,5,"Acropora hemprichii",0.0000000677199023483315,5
"VEG","host_protein_cm2","",-0.81219512195122,-0.893808032425623,-0.670936320441478,0.000000014271727842926,102.445324449546,0.536871208822707,93.742192650905,482.758953295761,487.825591658102,40,5,"Acropora hemprichii",0.000000149853142350723,6
"g_norm","host_protein_cm2","",-0.806941838649156,-0.891858342343319,-0.664727904498175,0.0000000229412923859802,105.225586549577,0.521005419973568,95.3343735090204,484.106317298454,489.172955660796,40,5,"Acropora hemprichii",0.000000160589046701861,7
"ExG_2","host_protein_cm2","",-0.806941838649156,-0.891858342343319,-0.664727904498175,0.0000000229412923859802,105.225586549577,0.521005419973568,95.3343735090204,484.106317298454,489.172955660796,40,5,"Acropora hemprichii",0.000000160589046701861,8
"VDVI","host_protein_cm2","",-0.806941838649156,-0.891858342343319,-0.664727904498175,0.0000000229412923859802,105.895221896896,0.520987926444335,95.3361143631894,484.107778125822,489.174416488164,40,5,"Acropora hemprichii",0.000000160589046701861,9
"MGRVI","host_protein_cm2","",-0.787054409005629,-0.8802162582121,-0.642351682419256,0.0000000666816887400777,95.3031762233697,0.513385775637861,96.089651260216,484.737612494692,489.804250857034,40,5,"Acropora hemprichii",0.000000350078865885408,10
"NGRI","host_protein_cm2","",-0.787054409005629,-0.8802162582121,-0.642351682419256,0.0000000666816887400777,96.6308179256097,0.510875576951259,96.3371716175128,484.943422050853,490.010060413195,40,5,"Acropora hemprichii",0.000000350078865885408,11
"NDI","host_protein_cm2","",0.787054409005629,0.642351682419256,0.8802162582121,0.000000066681688740077,96.6634134681253,0.510381405788304,96.3858249165482,484.983814365995,490.050452728336,40,5,"Acropora hemprichii",0.000000350078865885408,12
"OSAVI","host_protein_cm2","",-0.781613508442777,-0.878231661735297,-0.637705187998366,0.0000000822915040725428,97.071342592132,0.504212512911908,96.9911253107047,485.484641270418,490.55127963276,40,5,"Acropora hemprichii",0.000000383289756926238,13
"a_coral","host_protein_cm2","",0.780675422138837,0.632310944659493,0.881313451823503,0.000000085175501539164,96.5408649126465,0.484465545363679,98.9038198475221,487.046911553548,492.11354991589,40,5,"Acropora hemprichii",0.000000383289756926238,14
"EVI_2","host_protein_cm2","",-0.776172607879925,-0.874474708734483,-0.623172503683623,0.000000099893737766425,97.287546624345,0.495164284918506,97.8721780571103,486.208068399098,491.27470676144,40,5,"Acropora hemprichii",0.000000393331592455298,15
"SAVI","host_protein_cm2","",-0.776172607879925,-0.874474708734483,-0.623172503683623,0.000000099893737766425,97.6465066152562,0.495542946474165,97.8354657344993,486.178054386498,491.24469274884,40,5,"Acropora hemprichii",0.000000393331592455298,16
"g_minus_r","host_protein_cm2","",-0.769230769230769,-0.867048427613596,-0.616206977341385,0.000000125831343128491,99.2373808903886,0.471531385263167,100.136825015665,488.03808273185,493.104721094192,40,5,"Acropora hemprichii",0.000000464915494496316,17
"G_index","host_protein_cm2","",-0.767542213883677,-0.857204027041789,-0.620927190504375,0.000000132832998427519,99.7102576227027,0.448346111388,102.309876222687,489.755579461491,494.822217823833,40,5,"Acropora hemprichii",0.000000464915494496316,18
"L_coral","host_protein_cm2","",-0.75703564727955,-0.848841432759824,-0.609155616686639,0.000000184213117167825,101.476693850353,0.433208463678062,103.70409253567,490.838409024617,495.905047386959,40,5,"Acropora hemprichii",0.00000061081191481963,19
"R_plus_G","host_protein_cm2","",-0.753470919324578,-0.845312506704541,-0.600393509486065,0.000000205457771373159,101.873079763604,0.42789533498435,104.189022102216,491.211624229472,496.278262591813,40,5,"Acropora hemprichii",0.000000619582005637315,20
"Grayscale_weight","host_protein_cm2","",-0.752532833020638,-0.846170152628604,-0.603831840453551,0.000000211444372250709,101.85520973679,0.424907827513444,104.460703321154,491.419959129066,496.486597491408,40,5,"Acropora hemprichii",0.000000619582005637315,21
"DeltaE2000","host_protein_cm2","",0.751782363977486,0.606172169585,0.844339215954926,0.000000216361970222555,99.9925340388726,0.426802901060746,104.28844913571,491.287931402955,496.354569765297,40,5,"Acropora hemprichii",0.000000619582005637315,22
"Grayscale_norm","host_protein_cm2","",-0.748780487804878,-0.835281120722076,-0.596580245212276,0.000000237256984415897,103.833794061317,0.404978666522946,106.255271605899,492.78263639142,497.849274753762,40,5,"Acropora hemprichii",0.000000644665888003226,23
"DeltaE76","host_protein_cm2","",0.74671669793621,0.59282347617279,0.840029955213678,0.000000252864126322305,101.724364647948,0.422919596499757,104.641120321589,491.558010183476,496.624648545818,40,5,"Acropora hemprichii",0.000000644665888003226,24
"ExR","host_protein_cm2","",0.746341463414634,0.590933446514768,0.846071141648524,0.000000255819796826677,100.712687205976,0.447143531129605,102.421330940749,489.842682726786,494.909321089127,40,5,"Acropora hemprichii",0.000000644665888003226,25
"R_index","host_protein_cm2","",-0.743527204502814,-0.833069657149111,-0.580747811871031,0.00000027924203276172,104.334602375915,0.402208376091831,106.502335134699,492.968435540895,498.035073903236,40,5,"Acropora hemprichii",0.00000065156474311068,26
"V_hsv","host_protein_cm2","",-0.743527204502814,-0.833069657149111,-0.580747811871031,0.00000027924203276172,104.334602375915,0.402208376091831,106.502335134699,492.968435540895,498.035073903236,40,5,"Acropora hemprichii",0.00000065156474311068,27
"F_PC1","host_protein_cm2","",-0.740712945590995,-0.828804735313627,-0.588192819328249,0.000000305094823443733,103.689163840327,0.401806879504106,106.538094373395,492.995291843515,498.061930205856,40,5,"Acropora hemprichii",0.000000662792202653627,28
"int","host_protein_cm2","",-0.740712945590995,-0.828762010801451,-0.589139596949925,0.000000305094823443733,103.952461040936,0.398043734649039,106.872676729864,493.246137762018,498.312776124359,40,5,"Acropora hemprichii",0.000000662792202653627,29
"D_toWhite_RGB_corrected","host_protein_cm2","",0.738461538461539,0.588306799854453,0.826571198419424,0.00000032775270856576,104.295148147378,0.393434872004497,107.281030531359,493.551230250317,498.617868612659,40,5,"Acropora hemprichii",0.000000688280687988096,30
"D_toWhite","host_protein_cm2","",0.725328330206379,0.567606683111183,0.826044011617252,0.000000506799132761326,102.113517418049,0.416181724512472,105.250231605972,492.022336503724,497.088974866065,40,5,"Acropora hemprichii",0.0000010173549614648,31
"H_hsv","host_protein_cm2","",-0.724765478424015,-0.837428786309413,-0.535355746274782,0.00000051675172645831,124.270193468541,0.0802035343192891,132.108294386439,510.204842516443,515.271480878784,40,5,"Acropora hemprichii",0.0000010173549614648,32
"GLI2","host_protein_cm2","",-0.723452157598499,-0.818715292021545,-0.568286651328678,0.000000540880847022794,103.556627528871,0.406329230143073,106.134615404664,492.691742260132,497.758380622474,40,5,"Acropora hemprichii",0.00000103259070795261,33
"D_toWhite_RGB","host_protein_cm2","",0.722326454033771,0.566417917587716,0.819340705920359,0.000000562619820224241,104.112678520319,0.393738647830277,107.254163288703,493.531192704165,498.597831066507,40,5,"Acropora hemprichii",0.00000104250143159198,34
"R_plus_B","host_protein_cm2","",-0.718574108818011,-0.807810193739855,-0.554996388254267,0.000000642821562530175,106.258636111506,0.36925022258664,109.398853414329,495.115115397137,500.181753759479,40,5,"Acropora hemprichii",0.00000115707881255431,35
"CIVE_raw","host_protein_cm2","",0.717636022514072,0.49614319356594,0.863571471773773,0.000000664900768540266,107.91636985355,0.419508395322224,104.949938612875,491.793759564266,496.860397926608,40,5,"Acropora hemprichii",0.00000116357634494547,36
"r_norm","host_protein_cm2","",0.692870544090056,0.53703636436313,0.786567995710266,0.00000171318605046974,106.588842995324,0.352172425322264,110.869970553246,496.183728911341,501.250367273683,40,5,"Acropora hemprichii",0.00000291704651836739,37
"B_index","host_protein_cm2","",-0.688180112570357,-0.79236436971752,-0.52786688754496,0.00000206673811252129,109.508404719369,0.321341915023224,113.4774925739,498.043443771822,503.110082134163,40,5,"Acropora hemprichii",0.00000342643423918003,38
"redness_index","host_protein_cm2","",0.681050656660413,0.520056247977271,0.780359500146674,0.00000275478541924366,111.423281795112,0.290999071620449,115.986546962683,499.793019450068,504.85965781241,40,5,"Acropora hemprichii",0.00000445003798493206,39
"r_minus_b","host_protein_cm2","",0.616510318949344,0.418963333389956,0.739811664940518,0.0000337289533013974,112.77942731301,0.249887967996033,119.301878814568,502.04764886718,507.114287229522,40,5,"Acropora hemprichii",0.0000531231014497009,40
"RGBVI","host_protein_cm2","",-0.597373358348968,-0.792172052580792,-0.334143259809199,0.0000659199427667015,121.500603709181,0.336794745954783,112.178130074989,497.122127054106,502.188765416448,40,5,"Acropora hemprichii",0.000101291619373224,41
"R_minus_G","host_protein_cm2","",0.591932457786116,0.323852372060625,0.781481041392736,0.0000792143914297071,110.954985290045,0.281002087233552,116.801395642848,500.353084201952,505.419722564293,40,5,"Acropora hemprichii",0.000118821587144561,42
"S_hsv","host_protein_cm2","",0.562101313320826,0.347416752257561,0.708404520513152,0.000206074044650007,114.485588152128,0.220553890164468,121.6122333724,503.58208808544,508.648726447782,40,5,"Acropora hemprichii",0.00028850366251001,43
"NRBI","host_protein_cm2","",0.562101313320826,0.347416752257561,0.708404520513152,0.000206074044650007,115.014193883079,0.211772933892167,122.295334454806,504.03019414431,509.096832506651,40,5,"Acropora hemprichii",0.00028850366251001,44
"KI","host_protein_cm2","",-0.562101313320826,-0.708404520513152,-0.347416752257561,0.000206074044650006,127.18685008133,0.149467331589949,127.036850134309,507.073258889063,512.139897251405,40,5,"Acropora hemprichii",0.00028850366251001,45
"COM_norm","host_protein_cm2","",-0.526266416510319,-0.771543146134387,-0.224798279813743,0.000584661903835468,124.840367194545,0.241993562334438,119.928020210194,502.466421154725,507.533059517067,40,5,"Acropora hemprichii",0.000783695743439031,46
"ExGR","host_protein_cm2","",-0.526266416510319,-0.771543146134387,-0.224798279813743,0.000584661903835468,125.29464208411,0.23729994694974,120.298747482306,502.713339561016,507.779977923358,40,5,"Acropora hemprichii",0.000783695743439031,47
"ExG","host_protein_cm2","",-0.520450281425891,-0.770118263674237,-0.214315129563565,0.000685620332092191,125.866090553659,0.231463465886521,120.75815694907,503.018270066324,508.084908428665,40,5,"Acropora hemprichii",0.000899876685871,48
"b_norm","host_protein_cm2","",-0.490243902439025,-0.657550222194621,-0.235973262260249,0.00150515612039046,120.070578250586,0.128873761214561,128.565595235614,508.030222084379,513.09686044672,40,5,"Acropora hemprichii",0.00193520072621631,49
"COM_raw","host_protein_cm2","",-0.474108818011257,-0.73777160754902,-0.160122584284657,0.0022309830309131,131.559385442834,0.166918841929384,125.726803277249,506.243988655061,511.310627017403,40,5,"Acropora hemprichii",0.00281103861895051,50
"WI","host_protein_cm2","",-0.454596622889306,-0.726812708678718,-0.128206978186093,0.00350948693053605,132.849541933153,0.131592529108836,128.364813104185,507.905187652776,512.971826015118,40,5,"Acropora hemprichii",0.00425187839661099,51
"hue_angle","host_protein_cm2","",-0.454596622889306,-0.726812708678718,-0.128206978186093,0.00350948693053605,142.008257324797,0.0710549959459882,132.763660785812,510.600727531205,515.667365893547,40,5,"Acropora hemprichii",0.00425187839661099,52
"G_minus_B","host_protein_cm2","",-0.341838649155722,-0.641644694673043,-0.0061382719378904,0.0314122528308522,136.021822889346,0.0755436796655833,132.44251383068,510.406978128458,515.4736164908,40,5,"Acropora hemprichii",0.0373390929876168,53
"F_PC2","host_protein_cm2","",-0.294746716697936,-0.604352754407193,0.0511865841407618,0.0652002942846801,134.379138957216,0.0700306749771767,132.836837956106,510.64481008225,515.711448444591,40,5,"Acropora hemprichii",0.0760670099987935,54
"Chroma_coral","host_protein_cm2","",0.256660412757974,-0.060875488085767,0.524163596245682,0.109863088515658,126.020207167417,0.0518262133650777,134.130699540157,511.420258199544,516.486896561886,40,5,"Acropora hemprichii",0.125843174117936,55
"b_coral","host_protein_cm2","",-0.133020637898687,-0.452322125876495,0.212742115532269,0.411835000808973,135.786809384216,0.00509762274327435,137.396114613002,513.344530773388,518.411169135729,40,5,"Acropora hemprichii",0.463314375910095,56
"ExB","host_protein_cm2","",-0.122326454033771,-0.41970194011478,0.180187142929218,0.450694937973064,130.597364339414,0.00811756511793544,137.187428963571,513.22292949349,518.289567855832,40,5,"Acropora hemprichii",0.498136510391281,57
"NGBI","host_protein_cm2","",0.0848030018761726,-0.235189692737661,0.405838752220312,0.601703310724728,132.377111785047,0.00211968433011997,137.601587764072,513.464079809634,518.530718171976,40,5,"Acropora hemprichii",0.653574285787205,58
"IPCA","host_protein_cm2","",-0.0632270168855535,-0.398446669234508,0.291903870153987,0.697441236262268,133.93006392441,0.00294047025573704,137.544985444747,513.431165093982,518.497803456324,40,5,"Acropora hemprichii",0.744725387873269,59
"R_minus_B","host_protein_cm2","",-0.0484052532833021,-0.382447713793222,0.294041699987482,0.766151580872992,133.660996552664,0.000214979836113566,137.7328487036,513.540357053356,518.606995415697,40,5,"Acropora hemprichii",0.804459159916641,60
"chroma_index","host_protein_cm2","",0.0294559099437148,-0.304937578625156,0.354174201401386,0.856596648205475,131.800784238603,0.00106054827437602,137.674592587333,513.506512729114,518.573151091456,40,5,"Acropora hemprichii",0.884681784212212,61
"g_minus_b","host_protein_cm2","",0.0221388367729831,-0.291156555595834,0.346030286465014,0.892085325641558,134.120411855305,0.000435237661351363,137.717676237456,513.531543875069,518.598182237411,40,5,"Acropora hemprichii",0.900307504616441,62
"WI_old","host_protein_cm2","",-0.0204502814258912,-0.345052964006877,0.297652864450631,0.900307504616441,134.858754569409,0.00197319683726118,137.611687257765,513.469951325066,518.536589687408,40,5,"Acropora hemprichii",0.900307504616441,63
"DeltaE2000","total_chl_cm2","",0.879174484052533,0.764157294557113,0.935253130801314,0,0.715189441756652,0.694752863717216,0.674747114987514,88.0416984348282,93.10833679717,40,5,"Acropora hemprichii",0,1
"Grayscale_weight","total_chl_cm2","",-0.874108818011257,-0.935115418009142,-0.759965182674792,0,0.671624411650068,0.72832115945674,0.636565569374269,83.3816545942119,88.4482929565537,40,5,"Acropora hemprichii",0,2
"G_index","total_chl_cm2","",-0.871294559099437,-0.933254358750369,-0.757117607945077,0,0.670619231627889,0.730150350140176,0.634418978966379,83.1114272399348,88.1780656022766,40,5,"Acropora hemprichii",0,3
"L_coral","total_chl_cm2","",-0.87110694183865,-0.936067888968463,-0.750956695113027,0,0.659436804696599,0.737891839103498,0.625252603524762,81.94711903565,87.0137573979918,40,5,"Acropora hemprichii",0,4
"R_plus_G","total_chl_cm2","",-0.87110694183865,-0.934840231392685,-0.751913918923684,0,0.663342915427561,0.737246597657748,0.626021734305495,82.0454675246227,87.1121058869645,40,5,"Acropora hemprichii",0,5
"F_PC1","total_chl_cm2","",-0.869043151969981,-0.937032706519262,-0.747312435281935,0,0.686166165888613,0.714729104330188,0.652294880561886,85.3343987764812,90.401037138823,40,5,"Acropora hemprichii",0,6
"int","total_chl_cm2","",-0.867917448405254,-0.936144712071517,-0.745062464457299,0,0.690868359332383,0.710295522083242,0.657344208929372,85.9512836483632,91.017922010705,40,5,"Acropora hemprichii",0,7
"R_index","total_chl_cm2","",-0.866604127579738,-0.932541948238508,-0.747928956961716,0,0.664499977548431,0.737465512253476,0.625760893055509,82.0121273905693,87.0787657529111,40,5,"Acropora hemprichii",0,8
"V_hsv","total_chl_cm2","",-0.866604127579738,-0.932541948238508,-0.747928956961716,0,0.664499977548432,0.737465512253476,0.625760893055509,82.0121273905693,87.0787657529112,40,5,"Acropora hemprichii",0,9
"D_toWhite_RGB_corrected","total_chl_cm2","",0.865853658536586,0.744179371353284,0.927120060826973,0,0.698275531444469,0.704468342800357,0.66392227808496,86.7478676616873,91.8145060240291,40,5,"Acropora hemprichii",0,10
"Grayscale_norm","total_chl_cm2","",-0.864727954971858,-0.935484780585127,-0.74299452357266,0,0.675088770882795,0.727509519242443,0.637515729695012,83.5009763985687,88.5676147609105,40,5,"Acropora hemprichii",0,11
"D_toWhite_RGB","total_chl_cm2","",0.862851782363978,0.738104435975778,0.93508262025102,0,0.691424562990502,0.707975847626784,0.659970651587567,86.2702896770194,91.3369280393612,40,5,"Acropora hemprichii",0,12
"DeltaE76","total_chl_cm2","",0.86172607879925,0.738145414223146,0.927937663244487,0,0.68043203458667,0.71780553068113,0.648768098057326,84.9006868101087,89.9673251724505,40,5,"Acropora hemprichii",0,13
"R_plus_B","total_chl_cm2","",-0.86172607879925,-0.932736642749903,-0.732894806023302,0,0.7119364580296,0.692967222648382,0.676717812012127,88.2750095190631,93.3416478814049,40,5,"Acropora hemprichii",0,14
"D_toWhite","total_chl_cm2","",0.861163227016886,0.740441038179424,0.929000253307238,0,0.677616056794511,0.717691413876161,0.648899262674775,84.9168591663676,89.9834975287094,40,5,"Acropora hemprichii",0,15
"ChOL","total_chl_cm2","",-0.843339587242027,-0.908120222400959,-0.719162232535646,0,0.735047814989336,0.695312391205464,0.67412841511659,87.9683099092891,93.0349482716309,40,5,"Acropora hemprichii",0,16
"NGRI","total_chl_cm2","",-0.840150093808631,-0.906422397080342,-0.718971549693353,0,0.656304171599407,0.713627365061049,0.653553274518074,85.4885844637926,90.5552228261344,40,5,"Acropora hemprichii",0,17
"NDI","total_chl_cm2","",0.840150093808631,0.718971549693353,0.906422397080342,0,0.65649414311835,0.713437163761919,0.653770275085221,85.5151426108351,90.5817809731769,40,5,"Acropora hemprichii",0,18
"MGRVI","total_chl_cm2","",-0.840150093808631,-0.906422397080342,-0.718971549693353,0,0.667295389361009,0.709094674010022,0.658705172043373,86.1167441386852,91.183382501027,40,5,"Acropora hemprichii",0,19
"OSAVI","total_chl_cm2","",-0.838649155722327,-0.904141732478186,-0.715772852258668,0,0.659141080216909,0.710889568277035,0.656669912811424,85.8691784513514,90.9358168136932,40,5,"Acropora hemprichii",0,20
"SAVI","total_chl_cm2","",-0.835272045028143,-0.899816493896243,-0.715380736136245,0,0.663658402642427,0.706807461184949,0.661289602438196,86.4300100693917,91.4966484317335,40,5,"Acropora hemprichii",0,21
"EVI_2","total_chl_cm2","",-0.835272045028143,-0.899816493896243,-0.715380736136245,0,0.6671894203654,0.705119473224078,0.663190481062987,86.6596403919425,91.7262787542843,40,5,"Acropora hemprichii",0,22
"g_minus_r","total_chl_cm2","",-0.829268292682927,-0.893238032351813,-0.706749953332378,0,0.680218633316387,0.692913143072928,0.676777406627621,88.2820543451946,93.3486927075364,40,5,"Acropora hemprichii",0,23
"ExR","total_chl_cm2","",0.827954971857411,0.702946074130527,0.897396289101556,0,0.697961587870431,0.678390921451365,0.692595056001087,90.1302998278059,95.1969381901477,40,5,"Acropora hemprichii",0,24
"VARI","total_chl_cm2","",-0.816135084427767,-0.885776113078551,-0.703196392318354,0.00000000845120174064605,0.678636799247737,0.706034382060476,0.662160860340936,86.5353417674775,91.6019801298193,40,5,"Acropora hemprichii",0.000000021297028386428,25
"B_index","total_chl_cm2","",-0.815759849906192,-0.916598960448377,-0.639599830222877,0.00000000898133246666675,0.79077059934629,0.617207738413092,0.755608460445919,97.0965269422055,102.163165304547,40,5,"Acropora hemprichii",0.0000000217624594384617,26
"GLI2","total_chl_cm2","",-0.811444652908068,-0.898567068779557,-0.662616430794551,0.0000000154453114117605,0.730048523852787,0.651759132503034,0.720700967718895,93.312604712048,98.3792430743898,40,5,"Acropora hemprichii",0.0000000360390599607746,27
"ExGR_2","total_chl_cm2","",-0.808818011257036,-0.883828094747514,-0.689490440399339,0.0000000197218211593978,0.674946083296911,0.702910031250469,0.665670377616623,86.9582298993455,92.0248682616873,40,5,"Acropora hemprichii",0.0000000443740976086452,28
"r_norm","total_chl_cm2","",0.778236397748593,0.58330236611508,0.889446387089797,0.0000000929618902944147,0.792492505900985,0.600280811952665,0.772134104828773,98.8273200063532,103.893958368695,40,5,"Acropora hemprichii",0.000000201951692708556,29
"redness_index","total_chl_cm2","",0.772795497185741,0.574332227251803,0.886005498444499,0.000000111975488114476,0.868578924194371,0.532328697884777,0.835190599884679,105.107457308818,110.17409567116,40,5,"Acropora hemprichii",0.000000235148525040399,30
"EVI","total_chl_cm2","",-0.732082551594747,-0.84249308679353,-0.546701722292771,0.000000403358696702781,0.819938315746518,0.589842092667774,0.782151318078724,99.8585181942649,104.925156556607,40,5,"Acropora hemprichii",0.000000819728964266942,31
"r_minus_b","total_chl_cm2","",0.721013133208255,0.490064824869271,0.859645832227278,0.000000589286537093916,0.909260505371833,0.490260528032319,0.87194555799778,108.552819415494,113.619457777836,40,5,"Acropora hemprichii",0.00000116015786990365,32
"H_hsv","total_chl_cm2","",-0.699249530956848,-0.85539689464751,-0.482587685411403,0.00000133142655915634,1.12538560834393,0.198174581665081,1.09359155279409,126.672465230675,131.739103593017,40,5,"Acropora hemprichii",0.0000024864111053278,33
"VEG","total_chl_cm2","",-0.698499061913696,-0.824783969532214,-0.476988786252858,0.00000137119809150917,0.824083505632485,0.579613656413382,0.791843829648926,100.843795344542,105.910433706884,40,5,"Acropora hemprichii",0.0000024864111053278,34
"CIVE_norm","total_chl_cm2","",0.698311444652908,0.492396378789339,0.819157768467645,0.00000138133950295989,0.800505736754398,0.59719524107467,0.775108560963422,99.1349081942617,104.201546556604,40,5,"Acropora hemprichii",0.0000024864111053278,35
"S_hsv","total_chl_cm2","",0.686116322701689,0.453166391571479,0.834217369704817,0.00000224554870358941,0.940467582297657,0.45338157765297,0.902936833134902,111.346868236895,116.413506599237,40,5,"Acropora hemprichii",0.0000037228833770035,36
"NRBI","total_chl_cm2","",0.686116322701689,0.453166391571479,0.834217369704817,0.00000224554870358941,0.959664254600064,0.437769230784551,0.915740753123501,112.473324658499,117.539963020841,40,5,"Acropora hemprichii",0.0000037228833770035,37
"KI","total_chl_cm2","",-0.686116322701689,-0.834217369704817,-0.453166391571479,0.00000224554870358938,1.13993483438093,0.342590677782505,0.99022335747699,118.72910284139,123.795741203731,40,5,"Acropora hemprichii",0.0000037228833770035,38
"VDVI","total_chl_cm2","",-0.681050656660413,-0.813654787308234,-0.459966321969297,0.00000275478541924368,0.842938685236856,0.556422405125829,0.813392264921171,102.991739046967,108.058377409309,40,5,"Acropora hemprichii",0.00000423296296127687,39
"g_norm","total_chl_cm2","",-0.681050656660413,-0.813654787308234,-0.459966321969297,0.00000275478541924368,0.848060360233163,0.553466291956298,0.816098090116582,103.257424835071,108.324063197413,40,5,"Acropora hemprichii",0.00000423296296127687,40
"ExG_2","total_chl_cm2","",-0.681050656660413,-0.813654787308234,-0.459966321969297,0.00000275478541924368,0.848060360233163,0.553466291956298,0.816098090116582,103.257424835071,108.324063197413,40,5,"Acropora hemprichii",0.00000423296296127687,41
"b_norm","total_chl_cm2","",-0.61125703564728,-0.794174924425241,-0.339805500531538,0.0000406923514518843,1.05352926657297,0.328458469667049,1.00081009005598,119.579863625185,124.646501987526,40,5,"Acropora hemprichii",0.0000610385271778264,42
"a_coral","total_chl_cm2","",0.573358348968105,0.369506796338686,0.723711150283341,0.000145093009538963,1.04889003704718,0.351339544353923,0.983612294740595,118.193205137818,123.25984350016,40,5,"Acropora hemprichii",0.000212578130254759,43
