"Index","Outcome","Covars","p_spearman","ci_lower","ci_upper","p_value","CV_RMSE","R2","RMSE_in","AIC","BIC","N","nGenos","Species","p_adj_BH","Rank"
"a_coral","cells_cm2","",0.61336032388664,0.353359561670924,0.763634453995596,0.0000478227031530688,0.18104831515604,0.350710484019457,0.17594690126254,-18.8534905032222,-13.8628055648332,39,5,"Stylophora pistillata",0.0000836897305178704,36
"VEG","cells_cm2","",0.607894736842105,0.359022416970964,0.773494721215225,0.0000577629153971526,0.186939400493339,0.267532767616759,0.186877290093442,-14.1524346681041,-9.16174972971514,39,5,"Stylophora pistillata",0.0000983530721627193,37
"VDVI","cells_cm2","",0.600202429149798,0.342834766113834,0.779308759117624,0.000074961965648391,0.179551996035392,0.2937901359428,0.18349714730926,-15.5761747033765,-10.5854897649875,39,5,"Stylophora pistillata",0.000118065095896216,38
"ExG_2","cells_cm2","",0.600202429149798,0.342834766113834,0.779308759117624,0.000074961965648391,0.179916368948711,0.292129181373361,0.183712806595437,-15.4845572181916,-10.4938722798026,39,5,"Stylophora pistillata",0.000118065095896216,39
"g_norm","cells_cm2","",0.600202429149798,0.342834766113834,0.779308759117624,0.000074961965648391,0.179916368948711,0.29212918137336,0.183712806595437,-15.4845572181915,-10.4938722798026,39,5,"Stylophora pistillata",0.000118065095896216,40
"EVI","cells_cm2","",-0.598178137651822,-0.764548271898986,-0.339671194433559,0.0000802043362958823,0.181803571150522,0.372197933704662,0.173011032414054,-20.1659878064113,-15.1753028680223,39,5,"Stylophora pistillata",0.000123240809430258,41
"R_plus_G","cells_cm2","",-0.597368421052632,-0.748464018149478,-0.38611288925242,0.0000823930899083489,0.180479269659129,0.363518399265697,0.174202889423925,-19.6304953848296,-14.6398104464407,39,5,"Stylophora pistillata",0.000123589634862523,42
"Grayscale_norm","cells_cm2","",-0.576923076923077,-0.727045047029721,-0.349951137297114,0.00015918808455192,0.180796905166913,0.358963552455875,0.174825101409518,-19.3523939857249,-14.361709047336,39,5,"Stylophora pistillata",0.000233229054110953,43
"Chroma_coral","cells_cm2","",0.542105263157895,0.248311484208129,0.722625811688312,0.000447352522890901,0.178149469888363,0.298468626800689,0.182888322420707,-15.8354010588949,-10.8447161205059,39,5,"Stylophora pistillata",0.000640527475957426,44
"COM_raw","cells_cm2","",0.539271255060729,0.266551145617695,0.745374490227498,0.000484392686831632,0.182283730878996,0.257335337055574,0.18817364929243,-13.6132203396308,-8.62253540124189,39,5,"Stylophora pistillata",0.000678149761564284,45
"CIVE_norm","cells_cm2","",-0.536842105263158,-0.751557807390298,-0.25878098275472,0.000518304411891895,0.188495854331073,0.232752746351123,0.191262619107054,-12.3432048531011,-7.35251991471217,39,5,"Stylophora pistillata",0.000709851694547596,46
"b_coral","cells_cm2","",0.533805668016194,0.242830945407231,0.717627230748575,0.000563676730652831,0.179827837897344,0.287200345443175,0.184351284345654,-15.2139450302823,-10.2232600918934,39,5,"Stylophora pistillata",0.000755566681513369,47
"V_hsv","cells_cm2","",-0.526720647773279,-0.688711736606072,-0.29397501098089,0.000683659771871433,0.192026198536516,0.293188175321148,0.183575335489853,-15.5429459626547,-10.5522610242657,39,5,"Stylophora pistillata",0.000878991135263271,48
"R_index","cells_cm2","",-0.526720647773279,-0.688711736606072,-0.29397501098089,0.000683659771871433,0.192026198536516,0.293188175321148,0.183575335489853,-15.5429459626547,-10.5522610242657,39,5,"Stylophora pistillata",0.000878991135263271,49
"G_minus_B","cells_cm2","",0.491295546558704,0.185042519910284,0.695604780640331,0.00169623354257877,0.189947753998491,0.227784747361592,0.191880841790149,-12.0914902028341,-7.10080526444511,39,5,"Stylophora pistillata",0.00213725426364926,50
"ChOL","cells_cm2","",-0.487449392712551,-0.690505510087731,-0.2061949005573,0.00186216411000435,0.193426836472818,0.29250106978886,0.183664542393566,-15.5050517194343,-10.5143667810454,39,5,"Stylophora pistillata",0.00228936712335027,51
"chroma_index","cells_cm2","",0.486842105263158,0.184715655163949,0.680093607591996,0.00188963635578117,0.191865798965096,0.220800954000599,0.192746558929096,-11.7403657081025,-6.74968076971358,39,5,"Stylophora pistillata",0.00228936712335027,52
"IPCA","cells_cm2","",0.482995951417004,0.18435348001696,0.674480528131278,0.00207210544606385,0.192198421792782,0.219149861762704,0.192950662066526,-11.6578136681141,-6.6671287297252,39,5,"Stylophora pistillata",0.00246306873777401,53
"R_minus_B","cells_cm2","",0.47834008097166,0.175496262524726,0.669705200964306,0.00231369348897884,0.192251985181241,0.218904433119478,0.192980982800547,-11.6455575222913,-6.6548725839024,39,5,"Stylophora pistillata",0.00269930907047532,54
"ExG","cells_cm2","",0.468623481781377,0.173917140884982,0.711716578779107,0.00289931169917074,0.193536169791747,0.198532572858979,0.195481366224665,-10.6414313772315,-5.65074643884256,39,5,"Stylophora pistillata",0.00326172566156709,55
"COM_norm","cells_cm2","",0.468623481781377,0.173917140884982,0.711716578779107,0.00289931169917074,0.194201650778642,0.195083227433066,0.195901569715296,-10.4739438255114,-5.48325888712241,39,5,"Stylophora pistillata",0.00326172566156709,56
"ExGR","cells_cm2","",0.466194331983806,0.172120581444321,0.711716578779107,0.00306467756934358,0.194485049309363,0.193770713573956,0.19606122522359,-10.4104014153827,-5.41971647699371,39,5,"Stylophora pistillata",0.00338727520822186,57
"R_minus_G","cells_cm2","",0.465384615384615,0.1675659001864,0.650151386503425,0.0031216128074365,0.201899702940829,0.167556720315927,0.199223127295034,-9.16252190602256,-4.17183696763362,39,5,"Stylophora pistillata",0.00339071735980172,58
"F_PC2","cells_cm2","",0.445951417004049,0.139719604741271,0.656007715902853,0.00479741254556415,0.200710614747728,0.168167459626054,0.199150031791989,-9.19114556789048,-4.20046062950154,39,5,"Stylophora pistillata",0.00512266085373799,59
"WI","cells_cm2","",0.388461538461538,0.0821373514560584,0.65031990077443,0.0150834659488736,0.202818260548197,0.137709165908749,0.202763281965435,-7.7886485763163,-2.79796363792736,39,5,"Stylophora pistillata",0.0153267476577264,60
"H_hsv","cells_cm2","",0.388461538461538,0.0821373514560584,0.65031990077443,0.0150834659488736,0.204340969794823,0.130733100378551,0.203581822845259,-7.47440201973648,-2.48371708134754,39,5,"Stylophora pistillata",0.0153267476577264,61
"hue_angle","cells_cm2","",0.388461538461538,0.0821373514560584,0.65031990077443,0.0150834659488736,0.204429226524881,0.130339437292753,0.203627915464899,-7.4567441692039,-2.46605923081496,39,5,"Stylophora pistillata",0.0153267476577264,62
"CIVE_raw","cells_cm2","",-0.199797570850202,-0.532424523992586,0.118337044503206,0.221835394947964,0.235604084965957,0.0150827185505321,0.216701693939181,-2.60301158242332,2.38767335596561,39,5,"Stylophora pistillata",0.221835394947964,63
"VEG","host_protein_cm2","",0.772672064777328,0.620591250542525,0.870161901813773,0.000000161891686641321,119.103700795669,0.548580721482084,116.979789854629,488.113297910133,493.103982848522,39,5,"Stylophora pistillata",0.00000135426020550652,1
"VDVI","host_protein_cm2","",0.769433198380567,0.624079991222096,0.863410451580181,0.000000177882535949355,118.526603924072,0.563383082898387,115.045878591868,486.813023050458,491.803707988847,39,5,"Stylophora pistillata",0.00000135426020550652,2
"g_norm","host_protein_cm2","",0.769433198380567,0.624079991222096,0.863410451580181,0.000000177882535949355,118.837155883247,0.560938892236018,115.367443808764,487.030737051895,492.021421990284,39,5,"Stylophora pistillata",0.00000135426020550652,3
"ExG_2","host_protein_cm2","",0.769433198380567,0.624079991222096,0.863410451580181,0.000000177882535949355,118.837155883247,0.560938892236018,115.367443808764,487.030737051895,492.021421990284,39,5,"Stylophora pistillata",0.00000135426020550652,4
"RGBVI","host_protein_cm2","",0.768421052631579,0.624975304006293,0.8509048977041,0.000000183149631090612,112.254519064336,0.600560569810664,110.03890307098,483.342255058832,488.332939997221,39,5,"Stylophora pistillata",0.00000135426020550652,5
"ExB","host_protein_cm2","",-0.764372469635628,-0.849435031877047,-0.619573171451129,0.000000205659569285827,114.767243221957,0.590043418332587,111.478140859233,484.355830584822,489.346515523211,39,5,"Stylophora pistillata",0.00000135426020550652,6
"NGBI","host_protein_cm2","",0.763765182186235,0.619922451438354,0.845891011545676,0.000000209251565592094,113.436491919637,0.594978252521718,110.805152870901,483.883521374341,488.87420631273,39,5,"Stylophora pistillata",0.00000135426020550652,7
"WI_old","host_protein_cm2","",0.76336032388664,0.621151956235545,0.848789746259176,0.000000211679786093956,116.059906158353,0.584434352845068,112.238177305561,484.88581490942,489.876499847809,39,5,"Stylophora pistillata",0.00000135426020550652,8
"g_minus_b","host_protein_cm2","",0.7582995951417,0.615581754410183,0.84591546267179,0.000000244512674949843,114.503162487977,0.592521220635949,111.140739965514,484.119397001442,489.110081939831,39,5,"Stylophora pistillata",0.00000135426020550652,9
"b_norm","host_protein_cm2","",-0.757894736842105,-0.839566174889676,-0.609580715037095,0.000000247355813203611,115.808976206537,0.580430728722884,112.777541374418,485.259748590068,490.250433528457,39,5,"Stylophora pistillata",0.00000135426020550652,10
"NRBI","host_protein_cm2","",0.753643724696356,0.604325184050484,0.838593823928426,0.000000279450518596583,116.041952145796,0.576939745014339,113.245746544739,485.582901623174,490.573586561563,39,5,"Stylophora pistillata",0.00000135426020550652,11
"S_hsv","host_protein_cm2","",0.753643724696356,0.604325184050484,0.838593823928426,0.000000279450518596583,119.468033703633,0.553934763936571,116.284003273875,487.647974822245,492.638659760634,39,5,"Stylophora pistillata",0.00000135426020550652,12
"KI","host_protein_cm2","",-0.753643724696356,-0.838593823928426,-0.604325184050484,0.000000279450518596583,132.395034216432,0.446657695565879,129.514300084709,496.052927021766,501.043611960155,39,5,"Stylophora pistillata",0.00000135426020550652,13
"CIVE_norm","host_protein_cm2","",-0.744534412955466,-0.840765451236806,-0.594155719769556,0.000000365386160465903,123.352837134365,0.521518148520201,120.435222868424,490.383944618839,495.374629557228,39,5,"Stylophora pistillata",0.00000163173633853198,14
"r_norm","host_protein_cm2","",0.74251012145749,0.584404487230783,0.839135874319495,0.000000388508652031423,118.815269286269,0.552577781761015,116.460743671102,487.766437247838,492.757122186227,39,5,"Stylophora pistillata",0.00000163173633853198,15
"redness_index","host_protein_cm2","",0.737854251012146,0.579868820439729,0.838189693996138,0.000000448763386912874,118.632427107504,0.539340052908207,118.171027672915,488.903576639744,493.894261578133,39,5,"Stylophora pistillata",0.00000169520412822276,16
"r_minus_b","host_protein_cm2","",0.737246963562753,0.579894972664962,0.831255298877127,0.000000457436034599793,117.013050113449,0.5693486622019,114.257228687697,486.276484877821,491.26716981621,39,5,"Stylophora pistillata",0.00000169520412822276,17
"GLI2","host_protein_cm2","",-0.730161943319838,-0.831850736713111,-0.56784019434033,0.000000575423562643391,120.801626220641,0.534167451740064,118.832627709586,489.339054622752,494.329739561141,39,5,"Stylophora pistillata",0.00000201398246925187,18
"ExR","host_protein_cm2","",0.711943319838057,0.529517682171764,0.829528908121546,0.0000010945539208171,122.988689502045,0.512633260900043,121.548255240331,491.101490609502,496.092175547891,39,5,"Stylophora pistillata",0.00000362931036902511,19
"COM_raw","host_protein_cm2","",0.706882591093117,0.511449576750959,0.830074042075295,0.00000132436283825764,127.952230566595,0.485070328469566,124.938056105163,493.247014528733,498.237699467122,39,5,"Stylophora pistillata",0.00000417174294051156,20
"g_minus_r","host_protein_cm2","",-0.696761133603239,-0.829145585024634,-0.491869601900477,0.00000196046875918305,125.417255754045,0.488792915025757,124.485628928294,492.964047347857,497.954732286246,39,5,"Stylophora pistillata",0.00000588140627754914,21
"B_index","host_protein_cm2","",-0.692105263157895,-0.800744255505273,-0.500049537648613,0.00000235641016490229,129.758039211116,0.458457199459256,128.125973732361,495.212293668602,500.202978606991,39,5,"Stylophora pistillata",0.00000674790183585657,22
"OSAVI","host_protein_cm2","",-0.679757085020243,-0.820164704480419,-0.45042117558786,0.00000385746276671076,129.293340409803,0.450330253701188,129.083788402999,495.793219439298,500.783904377687,39,5,"Stylophora pistillata",0.00000918561613970547,23
"NDI","host_protein_cm2","",0.679757085020243,0.45042117558786,0.820164704480419,0.0000038574627667107,130.118790729954,0.441858452438576,130.074738598711,496.389722999223,501.380407937612,39,5,"Stylophora pistillata",0.00000918561613970547,24
"NGRI","host_protein_cm2","",-0.679757085020243,-0.820164704480419,-0.45042117558786,0.00000385746276671076,130.18656035142,0.441159952324345,130.156105781963,496.438500003468,501.429184941857,39,5,"Stylophora pistillata",0.00000918561613970547,25
"MGRVI","host_protein_cm2","",-0.679757085020243,-0.820164704480419,-0.45042117558786,0.00000385746276671076,130.321016482169,0.439963255777708,130.29538898801,496.521925065911,501.5126100043,39,5,"Stylophora pistillata",0.00000918561613970547,26
"EVI_2","host_protein_cm2","",-0.67834008097166,-0.819189720822208,-0.450010147133435,0.00000408249606209132,128.114573689746,0.462456177589593,127.6520293193,494.923232794825,499.913917733214,39,5,"Stylophora pistillata",0.00000918561613970547,27
"SAVI","host_protein_cm2","",-0.67834008097166,-0.819189720822208,-0.450010147133435,0.00000408249606209132,128.190834060331,0.461520702068495,127.763056025274,494.991044636086,499.981729574475,39,5,"Stylophora pistillata",0.00000918561613970547,28
"ExG","host_protein_cm2","",0.673076923076923,0.453898687032289,0.810202454445341,0.00000503813667612168,131.680290642927,0.44234954851861,130.017501100298,496.355392678922,501.346077617311,39,5,"Stylophora pistillata",0.0000105800870198555,29
"COM_norm","host_protein_cm2","",0.673076923076923,0.453898687032289,0.810202454445341,0.00000503813667612168,131.833622348324,0.440533566083194,130.229029296889,496.48218939696,501.472874335349,39,5,"Stylophora pistillata",0.0000105800870198555,30
"ExGR","host_protein_cm2","",0.668218623481781,0.441430889362134,0.804294260799026,0.00000611314566894591,132.128015386332,0.437596627542842,130.570402783979,496.686385755731,501.67707069412,39,5,"Stylophora pistillata",0.0000124234895852772,31
"G_minus_B","host_protein_cm2","",0.620242914979757,0.355455814711617,0.788225702793599,0.0000375372359048167,136.191930446679,0.399228805004511,134.950760539128,499.260183652336,504.250868590725,39,5,"Stylophora pistillata",0.0000739014331876079,32
"Chroma_coral","host_protein_cm2","",0.619230769230769,0.36178311569455,0.797999674164062,0.0000389100151702523,133.705589670338,0.414031399851273,133.277843771751,498.287213598117,503.277898536506,39,5,"Stylophora pistillata",0.0000742827562341181,33
"D_toWhite","host_protein_cm2","",0.616194331983806,0.402856934061433,0.741063864404202,0.0000433096031892189,137.541633106195,0.368172817916931,138.394852982206,501.225852128418,506.216537066807,39,5,"Stylophora pistillata",0.0000802501470859057,34
"b_coral","host_protein_cm2","",0.614574898785425,0.344371107536922,0.789816739234972,0.0000458382503481756,133.711066582642,0.413900069940692,133.292778349028,498.295953473649,503.286638412038,39,5,"Stylophora pistillata",0.000082508850626716,35
"DeltaE76","host_protein_cm2","",0.611943319838057,0.387338085929285,0.748101556612648,0.0000502371273965735,138.761208616643,0.358110688144632,139.492500004623,501.842050829819,506.832735768208,39,5,"Stylophora pistillata",0.0000879149729440037,36
"R_plus_B","host_protein_cm2","",-0.608906882591093,-0.732404770425522,-0.407974178930087,0.0000557906243686977,140.345924545733,0.333423441134322,142.149653102889,503.313876613253,508.304561551642,39,5,"Stylophora pistillata",0.0000941829298306697,37
"hue_angle","host_protein_cm2","",0.606882591093117,0.362830206186735,0.759530654996051,0.0000597986856067744,137.665005132944,0.387889305473315,136.218398291856,499.989444054884,504.980128993273,39,5,"Stylophora pistillata",0.0000941829298306697,38
"H_hsv","host_protein_cm2","",0.606882591093117,0.362830206186735,0.759530654996051,0.0000597986856067744,137.711706112842,0.387369670320429,136.276205525667,500.022538026227,505.013222964616,39,5,"Stylophora pistillata",0.0000941829298306697,39
"WI","host_protein_cm2","",0.606882591093117,0.362830206186735,0.759530654996051,0.0000597986856067744,139.328304622286,0.3737757898057,137.779851564599,500.878461950559,505.869146888948,39,5,"Stylophora pistillata",0.0000941829298306697,40
"D_toWhite_RGB","host_protein_cm2","",0.601012145748988,0.393217460639084,0.729566875800036,0.0000729538558851703,141.544938599216,0.323701310231659,143.182538798763,503.878589873623,508.869274812011,39,5,"Stylophora pistillata",0.000111682911615268,41
"VARI","host_protein_cm2","",-0.600404858299595,-0.778277914326901,-0.357383921073629,0.0000744552744101785,143.35199445364,0.306671491001234,144.97406446012,504.848484719097,509.839169657486,39,5,"Stylophora pistillata",0.000111682911615268,42
"int","host_protein_cm2","",-0.597570850202429,-0.732941965269248,-0.381085401916175,0.0000818408662406592,142.744462155966,0.309349450906326,144.693814666002,504.697556760999,509.688241699388,39,5,"Stylophora pistillata",0.000119906385422361,43
"F_PC1","host_protein_cm2","",-0.58663967611336,-0.724322392917052,-0.373686647193805,0.0001169951499573,144.165402576318,0.295207260726037,146.167727978471,505.488078748822,510.478763687211,39,5,"Stylophora pistillata",0.000167515782893406,44
"D_toWhite_RGB_corrected","host_protein_cm2","",0.584817813765182,0.364576637899286,0.714878649080955,0.000124034460801216,142.333440625628,0.316812109594654,143.909964351209,504.273858394327,509.264543332716,39,5,"Stylophora pistillata",0.000173648245121702,45
"chroma_index","host_protein_cm2","",0.580971659919028,0.310356450157381,0.761577616388665,0.000140170753950322,141.578396872799,0.350377612483784,140.33024303073,502.309090431787,507.299775370176,39,5,"Stylophora pistillata",0.000191972989105876,46
"R_minus_B","host_protein_cm2","",0.576113360323887,0.297413716758804,0.759517205009034,0.000163260486471557,142.142947116387,0.345371845031321,140.869873849603,502.608459123439,507.599144061828,39,5,"Stylophora pistillata",0.000216997990716854,47
"IPCA","host_protein_cm2","",0.575708502024291,0.296069877088517,0.758523592085236,0.000165331802450937,142.026654425116,0.34639284704081,140.759975926577,502.547584621409,507.538269559798,39,5,"Stylophora pistillata",0.000216997990716854,48
"F_PC2","host_protein_cm2","",0.562145748987854,0.274298129084938,0.755732927060115,0.00025004266759033,145.748105372266,0.313873723343083,144.219110165315,504.44123742606,509.431922364449,39,5,"Stylophora pistillata",0.000321483429758996,49
"DeltaE2000","host_protein_cm2","",0.546558704453441,0.324387138809298,0.70503616066539,0.000394259734169764,146.663902292844,0.270237333124303,148.734461939798,506.845886940888,511.836571879277,39,5,"Stylophora pistillata",0.000496767265053902,50
"G_index","host_protein_cm2","",-0.543724696356275,-0.70372656873285,-0.315968471827864,0.000427346670198966,148.16821755098,0.257100907474767,150.067172425907,507.541680372245,512.532365310634,39,5,"Stylophora pistillata",0.000527898827892841,51
"Grayscale_weight","host_protein_cm2","",-0.536032388663968,-0.687901570954016,-0.301022245011206,0.000530072031132832,148.307115042751,0.255505903497456,150.228183121564,507.625323593711,512.6160085321,39,5,"Stylophora pistillata",0.000642202653103239,52
"L_coral","host_protein_cm2","",-0.521862348178138,-0.684604957532098,-0.282942607542314,0.000778634998927644,150.4317992098,0.236168191008935,152.166711733048,508.62538877742,513.616073715809,39,5,"Stylophora pistillata",0.000925547262876256,53
"a_coral","host_protein_cm2","",0.487651821862348,0.213192181455632,0.690063853905892,0.00185308555261702,151.162711661847,0.274108566049682,148.339435303629,506.638449693338,511.629134631727,39,5,"Stylophora pistillata",0.00216193314471985,54
"R_plus_G","host_protein_cm2","",-0.475303643724696,-0.652474726738208,-0.240608926197303,0.00248433543490713,154.082424416884,0.202119109112244,155.521278440129,510.326245355841,515.31693029423,39,5,"Stylophora pistillata",0.00284569331634817,55
"CIVE_raw","host_protein_cm2","",-0.459109311740891,-0.694628359534858,-0.147815156308952,0.00359529812249544,159.066550866158,0.193242126509249,156.384026871316,510.757751637474,515.748436575863,39,5,"Stylophora pistillata",0.00404471038780737,56
"Grayscale_norm","host_protein_cm2","",-0.450202429149798,-0.630237361772844,-0.205041700789114,0.00437549271330249,156.11830694135,0.182301574001644,157.4408285362,511.283081865654,516.273766804043,39,5,"Stylophora pistillata",0.00483607089365012,57
"ExGR_2","host_protein_cm2","",-0.437651821862348,-0.658672098464334,-0.162435492475981,0.00572449517795985,161.673950897827,0.155653832576047,159.985658758541,512.533771509646,517.524456448035,39,5,"Stylophora pistillata",0.00621798614157708,58
"R_minus_G","host_protein_cm2","",0.415991902834008,0.106669124560731,0.655372747828819,0.00891223888808325,159.26131131508,0.201726103041209,155.559575686436,510.345450557237,515.336135495626,39,5,"Stylophora pistillata",0.00951645847371602,59
"V_hsv","host_protein_cm2","",-0.395344129554656,-0.604401349375935,-0.141355998904221,0.0132731456874702,159.97243428635,0.14826767828484,160.68389473151,512.87345135372,517.864136292108,39,5,"Stylophora pistillata",0.0137083307919774,60
"R_index","host_protein_cm2","",-0.395344129554656,-0.604401349375935,-0.141355998904221,0.0132731456874702,159.97243428635,0.14826767828484,160.68389473151,512.87345135372,517.864136292108,39,5,"Stylophora pistillata",0.0137083307919774,61
"EVI","host_protein_cm2","",-0.345951417004049,-0.611699627672149,-0.0569079380211331,0.0315589708566186,164.07096995849,0.131962059442414,162.214674580994,513.613013148768,518.603698087157,39,5,"Stylophora pistillata",0.0320679865155964,62
"ChOL","host_protein_cm2","",-0.298785425101215,-0.547474971333543,-0.0160325962670302,0.0650172844244156,166.456042045702,0.0954884632328444,165.587611193763,515.218238936584,520.208923874973,39,5,"Stylophora pistillata",0.0650172844244156,63
"D_toWhite","total_chl_cm2","",0.740688259109312,0.595914840918802,0.827398751137134,0.000000410841561681373,1.31443866404556,0.530465107150687,1.22650333912144,132.602255550978,137.592940489367,39,5,"Stylophora pistillata",0.00000272020153515469,1
"DeltaE76","total_chl_cm2","",0.734817813765182,0.58614412427898,0.824961481221852,0.000000494238338530662,1.31132958066106,0.531075236537347,1.22570620029385,132.551544688188,137.542229626577,39,5,"Stylophora pistillata",0.00000272020153515469,2
"EVI_2","total_chl_cm2","",-0.725708502024291,-0.838576119304109,-0.528163901711195,0.000000668709327184865,1.23901320949425,0.577783783719993,1.16306035890206,128.459477767253,133.450162705642,39,5,"Stylophora pistillata",0.00000272020153515469,3
"SAVI","total_chl_cm2","",-0.725708502024291,-0.838576119304109,-0.528163901711195,0.000000668709327184865,1.24129012561014,0.57753475225199,1.16340330633199,128.482473956816,133.473158895205,39,5,"Stylophora pistillata",0.00000272020153515469,4
"OSAVI","total_chl_cm2","",-0.723886639676113,-0.838576119304109,-0.528142225199144,0.000000712056549914655,1.24668070568971,0.575436163545356,1.16628931947396,128.675726180506,133.666411118895,39,5,"Stylophora pistillata",0.00000272020153515469,5
"MGRVI","total_chl_cm2","",-0.723886639676113,-0.838576119304109,-0.528142225199144,0.000000712056549914655,1.2494508705464,0.57298708614657,1.16964832611672,128.900049547369,133.890734485758,39,5,"Stylophora pistillata",0.00000272020153515469,6
"NDI","total_chl_cm2","",0.723886639676113,0.528142225199144,0.838576119304109,0.000000712056549914655,1.25138839187572,0.573410589441581,1.16906816473911,128.861350894874,133.852035833263,39,5,"Stylophora pistillata",0.00000272020153515469,7
"NGRI","total_chl_cm2","",-0.723886639676113,-0.838576119304109,-0.528142225199144,0.000000712056549914655,1.25179862901543,0.573228143659726,1.16931813432294,128.878027033989,133.868711972378,39,5,"Stylophora pistillata",0.00000272020153515469,8
"b_norm","total_chl_cm2","",-0.723481781376518,-0.831875555765475,-0.529850507664988,0.00000072214033834773,1.19764548422018,0.556430607906876,1.19210795017359,130.383609477932,135.374294416321,39,5,"Stylophora pistillata",0.00000272020153515469,9
"redness_index","total_chl_cm2","",0.723279352226721,0.530638707174902,0.836576209283919,0.000000727245988190819,1.39360551578077,0.433708341446782,1.34696056563951,139.909554051769,144.900238990158,39,5,"Stylophora pistillata",0.00000272020153515469,10
"D_toWhite_RGB_corrected","total_chl_cm2","",0.721457489878542,0.579273183194554,0.807606078225022,0.000000775179867300469,1.37798284706318,0.490399234694026,1.27776160715444,135.795770199197,140.786455137586,39,5,"Stylophora pistillata",0.00000272020153515469,11
"B_index","total_chl_cm2","",-0.720445344129555,-0.829044363641002,-0.532945859132645,0.000000803423005004902,1.22047344160674,0.56780176015081,1.17672856466952,129.37078405339,134.361468991779,39,5,"Stylophora pistillata",0.00000272020153515469,12
"GLI2","total_chl_cm2","",-0.719433198380567,-0.837028920132031,-0.519344991419542,0.000000832885212214258,1.20063640901941,0.580530567431501,1.15927096386911,128.204929183255,133.195614121644,39,5,"Stylophora pistillata",0.00000272020153515469,13
"ExB","total_chl_cm2","",-0.719230769230769,-0.834020339820794,-0.520418504282896,0.000000838928773227792,1.20694637409252,0.542246149356691,1.21101856829487,131.611225793383,136.601910731772,39,5,"Stylophora pistillata",0.00000272020153515469,14
"r_minus_b","total_chl_cm2","",0.718623481781376,0.523392438050284,0.83125655059704,0.000000857369827867666,1.19418219226082,0.566292268550658,1.17878168923588,129.50675778262,134.497442721009,39,5,"Stylophora pistillata",0.00000272020153515469,15
"S_hsv","total_chl_cm2","",0.718016194331984,0.516724912623349,0.828031151898598,0.000000876286160002427,1.1801427364052,0.568836117590057,1.17531961971626,129.277335526077,134.268020464466,39,5,"Stylophora pistillata",0.00000272020153515469,16
"NRBI","total_chl_cm2","",0.718016194331984,0.516724912623349,0.828031151898598,0.000000876286160002427,1.2007395676902,0.557984122765225,1.19001855692235,130.246779872195,135.237464810584,39,5,"Stylophora pistillata",0.00000272020153515469,17
"KI","total_chl_cm2","",-0.718016194331984,-0.828031151898598,-0.516724912623349,0.000000876286160002427,1.28462082255604,0.507735437231018,1.2558393455258,134.445929309594,139.436614247983,39,5,"Stylophora pistillata",0.00000272020153515469,18
"D_toWhite_RGB","total_chl_cm2","",0.717813765182186,0.576547885068049,0.801962734591067,0.000000882699416319836,1.38046320903084,0.488416449677784,1.28024498936752,135.947219279695,140.937904218084,39,5,"Stylophora pistillata",0.00000272020153515469,19
"NGBI","total_chl_cm2","",0.716396761133603,0.518504863714112,0.827439580040864,0.000000929151250477313,1.23763163009448,0.526206520595329,1.23205285294838,132.954383206268,137.945068144657,39,5,"Stylophora pistillata",0.00000272020153515469,20
"r_norm","total_chl_cm2","",0.716194331983806,0.529025336852668,0.830923824878003,0.000000936015892978298,1.19589707819406,0.574998679226491,1.16689005589118,128.715892352103,133.706577290492,39,5,"Stylophora pistillata",0.00000272020153515469,21
"ExR","total_chl_cm2","",0.714574898785425,0.509117520869044,0.836460681094359,0.000000993089449342187,1.21573350807172,0.581112579804842,1.15846644249688,128.150779244283,133.141464182672,39,5,"Stylophora pistillata",0.00000272020153515469,22
"g_minus_r","total_chl_cm2","",-0.714574898785425,-0.835707942280003,-0.510652126664579,0.000000993089449342187,1.23315723302652,0.579161729863272,1.16116092420137,128.331989097638,133.322674036027,39,5,"Stylophora pistillata",0.00000272020153515469,23
"WI_old","total_chl_cm2","",0.710728744939271,0.50730781468167,0.822700496499476,0.00000114531930448644,1.19596673382413,0.54340806696774,1.20948062617975,131.512106156081,136.50279109447,39,5,"Stylophora pistillata",0.00000295266969086027,24
"g_minus_b","total_chl_cm2","",0.710121457489879,0.503549303139827,0.824168824208076,0.00000117169432176995,1.21131618127487,0.536804803778302,1.21819502722246,132.072087222643,137.062772161031,39,5,"Stylophora pistillata",0.00000295266969086027,25
"R_plus_B","total_chl_cm2","",-0.708906882591093,-0.798263131209105,-0.564112291513822,0.0000012265156451793,1.38473533130032,0.481574572002338,1.28877750311335,136.465345159351,141.45603009774,39,5,"Stylophora pistillata",0.00000297194175562677,26
"F_PC1","total_chl_cm2","",-0.707287449392712,-0.79908689480708,-0.564780168632042,0.00000130411960205031,1.43162748184361,0.45473838931126,1.32171329958732,138.433655828865,143.424340767254,39,5,"Stylophora pistillata",0.0000030429457381174,27
"RGBVI","total_chl_cm2","",0.706072874493927,0.501664217853956,0.818910565919068,0.00000136590045903558,1.30264951043074,0.470286598722403,1.30273259387579,137.305401775085,142.296086713474,39,5,"Stylophora pistillata",0.00000307327603283006,28
"int","total_chl_cm2","",-0.701214574898785,-0.791479460757534,-0.554777778848716,0.00000164716705123868,1.41140754462373,0.467586758163749,1.30604825485041,137.503671932888,142.494356871277,39,5,"Stylophora pistillata",0.00000351392918756195,29
