,hex_colors,rgb_colors,is_dark,Image_name,is_coral
0,#57371b,[87.21816565 55.48877307 27.80171924],False,coral_T2-4-1.jpg,True
0,#e0dad8,[224.00744939 218.9544126  216.11452096],False,blank_T2-4-1.JPG,False
