,hex_colors,rgb_colors,is_dark,Image_name,is_coral
0,#532d1c,[83.55698349 45.78849466 28.93266912],False,coral_T2-6-1.jpg,True
0,#e0dad8,[224.00744939 218.9544126  216.11452096],False,blank_T2-6-1.JPG,False
